10563	Canis lupus
6935	Canis lupus
10320	Canis lupus
379	Canis lupus
6736	Canis lupus
526	Canis lupus
7404	Canis lupus
4273	Canis lupus
5625	Canis lupus
9041	Canis lupus
8451	Canis lupus
2252	Canis lupus
1996	Canis lupus
6177	Canis lupus
6771	Canis lupus
3899	Canis lupus
3156	Canis lupus
6556	Canis lupus
920	Canis lupus
9963	Canis lupus
4402	Canis lupus
10460	Canis lupus
9779	Canis lupus
6305	Canis lupus
8482	Canis lupus
2711	Canis lupus
2469	Canis lupus
5574	Canis lupus
4400	Canis lupus
1486	Canis lupus
464	Canis lupus
7537	Canis lupus
6716	Canis lupus
1006	Canis lupus
7103	Canis lupus
9503	Canis lupus
9235	Canis lupus
365	Canis lupus
877	Canis lupus
6567	Canis lupus
2206	Canis lupus
2976	Canis lupus
10418	Canis lupus
4477	Canis lupus
2069	Canis lupus
6409	Canis lupus
6638	Canis lupus
2014	Canis lupus
987	Canis lupus
2593	Canis lupus
1977	Canis lupus
10796	Canis lupus
11318	Canis lupus
4369	Canis lupus
3010	Canis lupus
4559	Canis lupus
3584	Canis lupus
3781	Canis lupus
6768	Canis lupus
4667	Canis lupus
3865	Canis lupus
7142	Canis lupus
5580	Canis lupus
6250	Canis lupus
7460	Canis lupus
3559	Canis lupus
4048	Canis lupus
4765	Canis lupus
3871	Canis lupus
10691	Canis lupus
6617	Canis lupus
8286	Canis lupus
5180	Canis lupus
7001	Canis lupus
3766	Canis lupus
3587	Canis lupus
7246	Canis lupus
9396	Canis lupus
9612	Canis lupus
6465	Canis lupus
11006	Canis lupus
6607	Canis lupus
323	Canis lupus
2133	Canis lupus
10770	Canis lupus
8977	Canis lupus
10647	Canis lupus
3534	Canis lupus
6325	Canis lupus
6767	Canis lupus
341	Canis lupus
5229	Canis lupus
5276	Canis lupus
6388	Canis lupus
6623	Canis lupus
2224	Canis lupus
8980	Canis lupus
7038	Canis lupus
1542	Canis lupus
663	Canis lupus
5960	Canis lupus
3839	Canis lupus
11652	Canis lupus
10231	Canis lupus
10907	Canis lupus
4371	Canis lupus
10191	Canis lupus
11324	Canis lupus
6901	Canis lupus
7154	Canis lupus
9588	Canis lupus
957	Canis lupus
10538	Canis lupus
8409	Canis lupus
8855	Canis lupus
3171	Canis lupus
4864	Canis lupus
8841	Canis lupus
9167	Canis lupus
7180	Canis lupus
501	Canis lupus
9162	Canis lupus
2386	Canis lupus
4843	Canis lupus
6342	Canis lupus
9556	Canis lupus
1365	Canis lupus
9052	Canis lupus
2139	Canis lupus
5766	Canis lupus
1733	Canis lupus
1503	Canis lupus
10086	Canis lupus
8160	Canis lupus
4832	Canis lupus
7585	Canis lupus
546	Canis lupus
1934	Canis lupus
9028	Canis lupus
4320	Canis lupus
5870	Canis lupus
1478	Canis lupus
8794	Canis lupus
6419	Canis lupus
9885	Canis lupus
927	Canis lupus
799	Canis lupus
9140	Canis lupus
5279	Canis lupus
10307	Canis lupus
3658	Canis lupus
9306	Canis lupus
3213	Canis lupus
11278	Canis lupus
1604	Canis lupus
9770	Canis lupus
705	Canis lupus
10578	Canis lupus
1386	Canis lupus
598	Canis lupus
6978	Canis lupus
11517	Canis lupus
5288	Canis lupus
784	Canis lupus
1250	Canis lupus
4873	Canis lupus
7870	Canis lupus
9551	Canis lupus
3633	Canis lupus
7634	Canis lupus
1967	Canis lupus
6282	Canis lupus
5773	Canis lupus
7686	Canis lupus
11071	Canis lupus
6039	Canis lupus
2782	Canis lupus
6975	Canis lupus
9298	Canis lupus
9633	Canis lupus
3363	Canis lupus
11091	Canis lupus
2218	Canis lupus
8880	Canis lupus
7662	Canis lupus
3069	Canis lupus
7159	Canis lupus
1035	Canis lupus
6285	Canis lupus
4180	Canis lupus
4963	Canis lupus
1813	Canis lupus
3474	Canis lupus
8898	Canis lupus
8677	Canis lupus
8136	Canis lupus
9743	Canis lupus
3116	Canis lupus
8501	Canis lupus
10548	Canis lupus
10179	Canis lupus
10988	Canis lupus
614	Canis lupus
3094	Canis lupus
11533	Canis lupus
6244	Canis lupus
8792	Canis lupus
4326	Canis lupus
6572	Canis lupus
3860	Canis lupus
11442	Canis lupus
7302	Canis lupus
5151	Canis lupus
8335	Canis lupus
7047	Canis lupus
5161	Canis lupus
11119	Canis lupus
3330	Canis lupus
5516	Canis lupus
3027	Canis lupus
5859	Canis lupus
9948	Canis lupus
4966	Canis lupus
10971	Canis lupus
4769	Canis lupus
2065	Canis lupus
7638	Canis lupus
3640	Canis lupus
2952	Canis lupus
992	Canis lupus
6944	Canis lupus
10710	Canis lupus
3289	Canis lupus
2882	Canis lupus
11565	Canis lupus
8173	Canis lupus
6445	Canis lupus
8487	Canis lupus
2259	Canis lupus
4835	Canis lupus
5482	Canis lupus
4911	Canis lupus
1933	Canis lupus
6386	Canis lupus
8497	Canis lupus
8175	Canis lupus
11671	Canis lupus
1034	Canis lupus
4301	Canis lupus
1472	Canis lupus
5442	Canis lupus
5612	Canis lupus
1553	Canis lupus
9062	Canis lupus
3130	Canis lupus
4105	Canis lupus
11361	Canis lupus
7607	Canis lupus
2049	Canis lupus
3124	Canis lupus
10120	Canis lupus
9911	Canis lupus
5376	Canis lupus
3891	Canis lupus
8012	Canis lupus
7127	Canis lupus
9616	Canis lupus
10556	Canis lupus
6940	Canis lupus
9670	Canis lupus
5555	Canis lupus
2958	Canis lupus
2020	Canis lupus
3688	Canis lupus
2327	Canis lupus
6557	Canis lupus
4164	Canis lupus
8500	Canis lupus
2177	Canis lupus
2879	Canis lupus
11366	Canis lupus
3326	Canis lupus
8235	Canis lupus
5061	Canis lupus
909	Canis lupus
367	Canis lupus
7234	Canis lupus
9440	Canis lupus
5531	Canis lupus
4810	Canis lupus
9024	Canis lupus
2732	Canis lupus
493	Canis lupus
9522	Canis lupus
781	Canis lupus
9031	Canis lupus
10039	Canis lupus
1341	Canis lupus
11124	Canis lupus
11479	Canis lupus
10084	Canis lupus
6650	Canis lupus
11166	Canis lupus
7157	Canis lupus
10387	Canis lupus
4168	Canis lupus
1983	Canis lupus
5063	Canis lupus
9139	Canis lupus
7477	Canis lupus
5354	Canis lupus
5290	Canis lupus
10863	Canis lupus
4283	Canis lupus
1170	Canis lupus
4085	Canis lupus
9367	Canis lupus
9528	Canis lupus
1767	Canis lupus
10825	Canis lupus
3963	Canis lupus
7581	Canis lupus
5060	Canis lupus
9898	Canis lupus
563	Canis lupus
7124	Canis lupus
4494	Canis lupus
5355	Canis lupus
8666	Canis lupus
4107	Canis lupus
6895	Canis lupus
980	Canis lupus
7795	Canis lupus
7084	Canis lupus
9999	Canis lupus
10246	Canis lupus
3540	Canis lupus
8530	Canis lupus
6893	Canis lupus
3535	Canis lupus
3897	Canis lupus
2656	Canis lupus
1903	Canis lupus
6261	Canis lupus
1144	Canis lupus
3838	Canis lupus
2853	Canis lupus
2918	Canis lupus
6510	Canis lupus
10565	Canis lupus
2484	Canis lupus
9629	Canis lupus
9563	Canis lupus
2131	Canis lupus
1929	Canis lupus
8463	Canis lupus
2655	Canis lupus
4450	Canis lupus
10888	Canis lupus
1795	Canis lupus
10309	Canis lupus
4288	Canis lupus
8604	Canis lupus
2680	Canis lupus
9494	Canis lupus
3687	Canis lupus
10639	Canis lupus
7078	Canis lupus
7236	Canis lupus
1985	Canis lupus
2220	Canis lupus
2431	Canis lupus
6865	Canis lupus
6055	Canis lupus
11646	Canis lupus
1327	Canis lupus
1409	Canis lupus
6781	Canis lupus
5136	Canis lupus
3045	Canis lupus
5138	Canis lupus
3670	Canis lupus
6356	Canis lupus
707	Canis lupus
4689	Canis lupus
1150	Canis lupus
7500	Canis lupus
1328	Canis lupus
8523	Canis lupus
5648	Canis lupus
1875	Canis lupus
10281	Canis lupus
4365	Canis lupus
8772	Canis lupus
8625	Canis lupus
3959	Canis lupus
5563	Canis lupus
3455	Canis lupus
9069	Canis lupus
424	Canis lupus
11288	Canis lupus
10963	Canis lupus
7812	Canis lupus
1519	Canis lupus
11150	Canis lupus
8731	Canis lupus
342	Canis lupus
610	Canis lupus
843	Canis lupus
6546	Canis lupus
5794	Canis lupus
3513	Canis lupus
2715	Canis lupus
6350	Canis lupus
1654	Canis lupus
1107	Canis lupus
6202	Canis lupus
438	Canis lupus
5583	Canis lupus
7252	Canis lupus
1948	Canis lupus
3089	Canis lupus
8401	Canis lupus
3886	Canis lupus
4806	Canis lupus
4224	Canis lupus
8751	Canis lupus
10862	Canis lupus
1189	Canis lupus
2129	Canis lupus
9930	Canis lupus
7229	Canis lupus
4183	Canis lupus
1363	Canis lupus
9520	Canis lupus
1779	Canis lupus
5052	Canis lupus
4965	Canis lupus
9170	Canis lupus
10259	Canis lupus
7624	Canis lupus
7388	Canis lupus
7002	Canis lupus
6894	Canis lupus
3274	Canis lupus
7208	Canis lupus
10562	Canis lupus
9619	Canis lupus
9532	Canis lupus
3351	Canis lupus
9569	Canis lupus
9229	Canis lupus
907	Canis lupus
4065	Canis lupus
4867	Canis lupus
10547	Canis lupus
370	Canis lupus
1935	Canis lupus
9189	Canis lupus
9623	Canis lupus
6023	Canis lupus
671	Canis lupus
11187	Canis lupus
7438	Canis lupus
1950	Canis lupus
7736	Canis lupus
4624	Canis lupus
11099	Canis lupus
7890	Canis lupus
4557	Canis lupus
4758	Canis lupus
6837	Canis lupus
6904	Canis lupus
4197	Canis lupus
774	Canis lupus
11180	Canis lupus
2329	Canis lupus
3847	Canis lupus
9002	Canis lupus
1178	Canis lupus
3928	Canis lupus
10932	Canis lupus
8434	Canis lupus
11577	Canis lupus
2986	Canis lupus
923	Canis lupus
11004	Canis lupus
7472	Canis lupus
9674	Canis lupus
2933	Canis lupus
11321	Canis lupus
2541	Canis lupus
6092	Canis lupus
4677	Canis lupus
4517	Canis lupus
2248	Canis lupus
3436	Canis lupus
11220	Canis lupus
4448	Canis lupus
10402	Canis lupus
4866	Canis lupus
8348	Canis lupus
2502	Canis lupus
10567	Canis lupus
10169	Canis lupus
4093	Canis lupus
5437	Canis lupus
6701	Canis lupus
4124	Canis lupus
6829	Canis lupus
4710	Canis lupus
602	Canis lupus
1960	Canis lupus
5240	Canis lupus
9550	Canis lupus
3725	Canis lupus
3762	Canis lupus
2081	Canis lupus
1905	Canis lupus
5042	Canis lupus
2275	Canis lupus
9668	Canis lupus
5755	Canis lupus
5566	Canis lupus
11512	Canis lupus
11537	Canis lupus
2022	Canis lupus
9977	Canis lupus
2526	Canis lupus
6185	Canis lupus
4202	Canis lupus
5268	Canis lupus
1244	Canis lupus
6139	Canis lupus
2576	Canis lupus
7168	Canis lupus
7947	Canis lupus
4500	Canis lupus
3873	Canis lupus
1747	Canis lupus
10989	Canis lupus
587	Canis lupus
9364	Canis lupus
11196	Canis lupus
1462	Canis lupus
5251	Canis lupus
4133	Canis lupus
4242	Canis lupus
10596	Canis lupus
4899	Canis lupus
9249	Canis lupus
2608	Canis lupus
5757	Canis lupus
5038	Canis lupus
9973	Canis lupus
2812	Canis lupus
2809	Canis lupus
3999	Canis lupus
3930	Canis lupus
3229	Canis lupus
11175	Canis lupus
1308	Canis lupus
3809	Canis lupus
7240	Canis lupus
